"District","FIPS","Year","High Needs Status","Variable","Measure Type","Value"
"Orange School District","","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Orange School District","","2016-2017","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Orange School District","","2016-2017","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Orange School District","","2016-2017","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Orange School District","","2016-2017","High Needs","Other Count","Number",-6666
"Orange School District","","2016-2017","Non-High Needs","Other Count","Number",-6666
"Orange School District","","2016-2017","High Needs","Other Rate","Percent",-6666
"Orange School District","","2016-2017","Non-High Needs","Other Rate","Percent",-6666
"Orange School District","","2017-2018","High Needs","Total Cohort Count","Number",-6666
"Orange School District","","2017-2018","Non-High Needs","Total Cohort Count","Number",-6666
"Orange School District","","2017-2018","High Needs","Four Year Graduation Count","Number",-6666
"Orange School District","","2017-2018","Non-High Needs","Four Year Graduation Count","Number",-6666
"Orange School District","","2017-2018","High Needs","Four Year Graduation Rate","Percent",-6666
"Orange School District","","2017-2018","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Orange School District","","2017-2018","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Orange School District","","2017-2018","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Orange School District","","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Orange School District","","2017-2018","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Orange School District","","2017-2018","High Needs","Other Count","Number",-6666
"Orange School District","","2017-2018","Non-High Needs","Other Count","Number",-6666
"Orange School District","","2017-2018","High Needs","Other Rate","Percent",-6666
"Orange School District","","2017-2018","Non-High Needs","Other Rate","Percent",-6666
"Orange School District","","2018-2019","High Needs","Total Cohort Count","Number",-6666
"Orange School District","","2018-2019","Non-High Needs","Total Cohort Count","Number",-6666
"Orange School District","","2018-2019","High Needs","Four Year Graduation Count","Number",-6666
"Orange School District","","2018-2019","Non-High Needs","Four Year Graduation Count","Number",-6666
"Orange School District","","2018-2019","High Needs","Four Year Graduation Rate","Percent",-6666
"Orange School District","","2018-2019","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Orange School District","","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Orange School District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Orange School District","","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Orange School District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Orange School District","","2018-2019","High Needs","Other Count","Number",-6666
"Orange School District","","2018-2019","Non-High Needs","Other Count","Number",-6666
"Orange School District","","2018-2019","High Needs","Other Rate","Percent",-6666
"Orange School District","","2018-2019","Non-High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2010-2011","High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2010-2011","Non-High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2010-2011","High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2010-2011","Non-High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2010-2011","High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2010-2011","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2010-2011","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2010-2011","High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2010-2011","Non-High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2010-2011","High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2010-2011","Non-High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2011-2012","High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2011-2012","Non-High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2011-2012","High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2011-2012","Non-High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2011-2012","High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2011-2012","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2011-2012","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2011-2012","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2011-2012","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2011-2012","High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2011-2012","Non-High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2011-2012","High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2011-2012","Non-High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2012-2013","High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2012-2013","Non-High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2012-2013","High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2012-2013","Non-High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2012-2013","High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2012-2013","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2012-2013","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2012-2013","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2012-2013","High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2012-2013","Non-High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2012-2013","High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2012-2013","Non-High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2013-2014","High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2013-2014","Non-High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2013-2014","High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2013-2014","Non-High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2013-2014","High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2013-2014","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2013-2014","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2013-2014","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2013-2014","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2013-2014","High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2013-2014","Non-High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2013-2014","High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2013-2014","Non-High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2014-2015","High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2014-2015","Non-High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2014-2015","High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2014-2015","Non-High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2014-2015","High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2014-2015","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2014-2015","High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2014-2015","Non-High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2014-2015","High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2014-2015","Non-High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2015-2016","High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2015-2016","Non-High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2015-2016","High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2015-2016","Non-High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2015-2016","High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2015-2016","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2015-2016","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2015-2016","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2015-2016","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2015-2016","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2015-2016","High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2015-2016","Non-High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2015-2016","High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2015-2016","Non-High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2016-2017","High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2016-2017","Non-High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2016-2017","High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2016-2017","Non-High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2016-2017","High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2016-2017","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2016-2017","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2016-2017","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2016-2017","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2016-2017","High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2016-2017","Non-High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2016-2017","High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2016-2017","Non-High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2017-2018","High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2017-2018","Non-High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2017-2018","High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2017-2018","Non-High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2017-2018","High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2017-2018","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2017-2018","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2017-2018","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2017-2018","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2017-2018","High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2017-2018","Non-High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2017-2018","High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2017-2018","Non-High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2018-2019","High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2018-2019","Non-High Needs","Total Cohort Count","Number",-6666
"Park City Prep Charter School District","","2018-2019","High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2018-2019","Non-High Needs","Four Year Graduation Count","Number",-6666
"Park City Prep Charter School District","","2018-2019","High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2018-2019","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Park City Prep Charter School District","","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Park City Prep Charter School District","","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Park City Prep Charter School District","","2018-2019","High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2018-2019","Non-High Needs","Other Count","Number",-6666
"Park City Prep Charter School District","","2018-2019","High Needs","Other Rate","Percent",-6666
"Park City Prep Charter School District","","2018-2019","Non-High Needs","Other Rate","Percent",-6666
"Path Academy District","","2010-2011","High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2010-2011","Non-High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2010-2011","High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2010-2011","Non-High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2010-2011","High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2010-2011","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2010-2011","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2010-2011","High Needs","Other Count","Number",-6666
"Path Academy District","","2010-2011","Non-High Needs","Other Count","Number",-6666
"Path Academy District","","2010-2011","High Needs","Other Rate","Percent",-6666
"Path Academy District","","2010-2011","Non-High Needs","Other Rate","Percent",-6666
"Path Academy District","","2011-2012","High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2011-2012","Non-High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2011-2012","High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2011-2012","Non-High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2011-2012","High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2011-2012","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2011-2012","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2011-2012","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2011-2012","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2011-2012","High Needs","Other Count","Number",-6666
"Path Academy District","","2011-2012","Non-High Needs","Other Count","Number",-6666
"Path Academy District","","2011-2012","High Needs","Other Rate","Percent",-6666
"Path Academy District","","2011-2012","Non-High Needs","Other Rate","Percent",-6666
"Path Academy District","","2012-2013","High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2012-2013","Non-High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2012-2013","High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2012-2013","Non-High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2012-2013","High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2012-2013","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2012-2013","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2012-2013","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2012-2013","High Needs","Other Count","Number",-6666
"Path Academy District","","2012-2013","Non-High Needs","Other Count","Number",-6666
"Path Academy District","","2012-2013","High Needs","Other Rate","Percent",-6666
"Path Academy District","","2012-2013","Non-High Needs","Other Rate","Percent",-6666
"Path Academy District","","2013-2014","High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2013-2014","Non-High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2013-2014","High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2013-2014","Non-High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2013-2014","High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2013-2014","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2013-2014","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2013-2014","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2013-2014","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2013-2014","High Needs","Other Count","Number",-6666
"Path Academy District","","2013-2014","Non-High Needs","Other Count","Number",-6666
"Path Academy District","","2013-2014","High Needs","Other Rate","Percent",-6666
"Path Academy District","","2013-2014","Non-High Needs","Other Rate","Percent",-6666
"Path Academy District","","2014-2015","High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2014-2015","Non-High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2014-2015","High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2014-2015","Non-High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2014-2015","High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2014-2015","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2014-2015","High Needs","Other Count","Number",-6666
"Path Academy District","","2014-2015","Non-High Needs","Other Count","Number",-6666
"Path Academy District","","2014-2015","High Needs","Other Rate","Percent",-6666
"Path Academy District","","2014-2015","Non-High Needs","Other Rate","Percent",-6666
"Path Academy District","","2017-2018","Non-High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2017-2018","Non-High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2017-2018","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2017-2018","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2017-2018","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2017-2018","Non-High Needs","Other Count","Number",-6666
"Path Academy District","","2017-2018","Non-High Needs","Other Rate","Percent",-6666
"Path Academy District","","2018-2019","High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2018-2019","Non-High Needs","Total Cohort Count","Number",-6666
"Path Academy District","","2018-2019","High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2018-2019","Non-High Needs","Four Year Graduation Count","Number",-6666
"Path Academy District","","2018-2019","High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2018-2019","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Path Academy District","","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Path Academy District","","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Path Academy District","","2018-2019","High Needs","Other Count","Number",-6666
"Path Academy District","","2018-2019","Non-High Needs","Other Count","Number",-6666
"Path Academy District","","2018-2019","High Needs","Other Rate","Percent",-6666
"Path Academy District","","2018-2019","Non-High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2010-2011","High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2010-2011","Non-High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2010-2011","High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2010-2011","Non-High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2010-2011","High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2010-2011","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2010-2011","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2010-2011","High Needs","Other Count","Number",-6666
"Pomfret School District","","2010-2011","Non-High Needs","Other Count","Number",-6666
"Pomfret School District","","2010-2011","High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2010-2011","Non-High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2011-2012","High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2011-2012","Non-High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2011-2012","High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2011-2012","Non-High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2011-2012","High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2011-2012","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2011-2012","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2011-2012","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2011-2012","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2011-2012","High Needs","Other Count","Number",-6666
"Pomfret School District","","2011-2012","Non-High Needs","Other Count","Number",-6666
"Pomfret School District","","2011-2012","High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2011-2012","Non-High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2012-2013","High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2012-2013","Non-High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2012-2013","High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2012-2013","Non-High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2012-2013","High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2012-2013","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2012-2013","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2012-2013","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2012-2013","High Needs","Other Count","Number",-6666
"Pomfret School District","","2012-2013","Non-High Needs","Other Count","Number",-6666
"Pomfret School District","","2012-2013","High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2012-2013","Non-High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2013-2014","High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2013-2014","Non-High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2013-2014","High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2013-2014","Non-High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2013-2014","High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2013-2014","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2013-2014","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2013-2014","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2013-2014","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2013-2014","High Needs","Other Count","Number",-6666
"Pomfret School District","","2013-2014","Non-High Needs","Other Count","Number",-6666
"Pomfret School District","","2013-2014","High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2013-2014","Non-High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2014-2015","High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2014-2015","Non-High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2014-2015","High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2014-2015","Non-High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2014-2015","High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2014-2015","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2014-2015","High Needs","Other Count","Number",-6666
"Pomfret School District","","2014-2015","Non-High Needs","Other Count","Number",-6666
"Pomfret School District","","2014-2015","High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2014-2015","Non-High Needs","Other Rate","Percent",-6666
"Pomfret School District","","2015-2016","High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2015-2016","Non-High Needs","Total Cohort Count","Number",-6666
"Pomfret School District","","2015-2016","High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2015-2016","Non-High Needs","Four Year Graduation Count","Number",-6666
"Pomfret School District","","2015-2016","High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2015-2016","Non-High Needs","Four Year Graduation Rate","Percent",-6666
"Pomfret School District","","2015-2016","High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2015-2016","Non-High Needs","Still Enrolled After Four Years Count","Number",-6666
"Pomfret School District","","2015-2016","High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2015-2016","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-6666
"Pomfret School District","","2015-2016","High Needs","Other Count","Number",-6666
"Pomfret School District","","2015-2016","Non-High Needs","Other Count","Number",-6666
"Pomfret School District","","2015-2016","High Needs","Other Rate","Percent",-6666
